iter	Logloss
227	0.09520602645
228	0.09518668364
229	0.09518437655
230	0.09517523233
231	0.0951743498
232	0.09514571054
233	0.09510437562
234	0.0951017126
235	0.09509935204
236	0.09509694258
237	0.09506653669
238	0.09506393736
239	0.09505673128
240	0.09504867534
241	0.09503188634
242	0.09496646892
243	0.09494698948
244	0.09491631833
245	0.09490864165
246	0.09490359974
247	0.09489276356
248	0.09484603737
249	0.09484442777
250	0.09483911013
251	0.09483505498
252	0.09481727904
253	0.09480312858
254	0.09477115615
255	0.09477114136
256	0.0947697318
257	0.09470439626
258	0.0947028933
259	0.09466769269
260	0.09466363956
261	0.09465006812
262	0.09458597366
263	0.09456742834
264	0.09456274591
265	0.09449436504
266	0.09445192486
267	0.09444260118
268	0.09443957031
269	0.09439263276
270	0.09436987862
271	0.09432801148
272	0.09432631853
273	0.09426880011
274	0.09426449799
275	0.09426153677
276	0.09425878411
277	0.09425481088
278	0.09423156389
279	0.09421116188
280	0.09418631353
281	0.09418628824
282	0.09415335275
283	0.09413486968
284	0.09412582421
285	0.09412194406
286	0.09411582675
287	0.09407784547
288	0.09404881117
289	0.0940312288
290	0.09402747184
291	0.09402196949
292	0.09399104233
293	0.09398890093
294	0.09398558205
295	0.09397805415
296	0.09397440944
297	0.09391913141
298	0.09388590341
299	0.09387900852
300	0.09387212639
301	0.09386088251
302	0.09385639837
303	0.09383141235
304	0.09379083706
305	0.09378735818
306	0.09375666442
307	0.09375181077
308	0.09373467698
309	0.09372197792
310	0.0937219775
311	0.0937118612
312	0.09370871544
313	0.0936746907
314	0.09366297302
315	0.09363686501
316	0.09362946077
317	0.09362541634
318	0.09361616431
319	0.09360453912
320	0.09357182395
321	0.09355035458
322	0.09354786749
323	0.09352324255
324	0.09352184348
325	0.09349406521
326	0.093441015
327	0.09341794772
328	0.09340128476
329	0.09338790489
330	0.093351436
331	0.09334047492
332	0.0932933155
333	0.09329154063
334	0.09326868815
335	0.09326661088
336	0.0932650166
337	0.0932368183
338	0.09321516877
339	0.09320378663
340	0.09319339355
341	0.09311054569
342	0.09309560326
343	0.09307153351
344	0.09304040515
345	0.09298597498
346	0.09298044268
347	0.0929316127
348	0.09285807816
349	0.09285302274
350	0.09281981862
351	0.09278637069
352	0.09277275206
353	0.09275965786
354	0.09275775185
355	0.09273245399
356	0.09271191225
357	0.09267568157
358	0.09267358246
359	0.09262371464
360	0.09261868252
361	0.09260067572
362	0.09257351133
363	0.09253932478
364	0.09252206661
365	0.09252206259
366	0.09249429339
367	0.09246208187
368	0.09243876548
369	0.09240442729
370	0.09240160759
371	0.09238983222
372	0.09236878419
373	0.0923292719
374	0.09231583184
375	0.09231268802
376	0.09228318666
377	0.09228093453
378	0.09227886207
379	0.09227177353
380	0.0922369209
381	0.09221339143
382	0.09219969876
383	0.09217138952
384	0.09214095495
385	0.09211288826
386	0.09208980423
387	0.09206914318
388	0.09206912907
389	0.09205204635
390	0.09204881594
391	0.09203021256
392	0.09200651388
393	0.09199542008
394	0.09196869569
395	0.09193824147
396	0.09192592863
397	0.09191886616
398	0.0919019695
399	0.09190196011
400	0.09189342418
401	0.09185183023
402	0.09184533182
403	0.09184013757
404	0.09183208246
405	0.09181438688
406	0.09180685861
407	0.09173547399
408	0.09172785882
409	0.09170997901
410	0.09169076599
411	0.09167203506
412	0.09165906865
413	0.09164990757
414	0.09162915624
415	0.09160665533
416	0.09158468418
417	0.09157999094
418	0.091514416
419	0.09150009169
420	0.09148974172
421	0.0914717774
422	0.09144763042
423	0.09140224164
424	0.09137534611
425	0.09136416479
426	0.09133425953
427	0.09131201888
428	0.09129176329
429	0.09129176279
430	0.09126858719
431	0.09126090704
432	0.09125513981
433	0.09124685375
434	0.09123487473
435	0.09122887111
436	0.0912131688
437	0.09121158755
438	0.09120411343
439	0.09118044136
440	0.0911779443
441	0.09117585204
442	0.0911705124
443	0.09115717421
444	0.09113083119
445	0.09109763575
446	0.09107282587
447	0.09105281933
448	0.09099034618
449	0.090933529
450	0.09091033943
451	0.09091033256
452	0.09089819257
453	0.09088843537
454	0.09086468187
455	0.09083279676
456	0.09082559888
457	0.09079531314
458	0.09077416357
459	0.09076907548
460	0.0907493141
461	0.09072889434
462	0.09072068342
463	0.09070656106
464	0.0906867518
465	0.09068533737
466	0.09066515814
467	0.09064774673
468	0.09062346408
469	0.09061060674
470	0.09060415684
471	0.09057963649
472	0.09055325189
473	0.09054664574
474	0.09054242061
475	0.09053485149
476	0.09052058241
477	0.09045567395
478	0.09045457355
479	0.09044658251
480	0.0904365691
481	0.09040777313
482	0.09038192414
483	0.09037572638
484	0.0903666166
485	0.09033630627
486	0.09031643447
487	0.09029248872
488	0.09028753661
489	0.09026633496
490	0.09024813411
491	0.09023179618
492	0.09021739315
493	0.09020723993
494	0.09018913838
495	0.09018028061
496	0.09015632737
497	0.09014260264
498	0.09011933755
499	0.09010548372
500	0.09008268574
501	0.0900679098
502	0.0900246517
503	0.09001645213
504	0.09001201619
505	0.09001199068
506	0.08999773231
507	0.08998523032
508	0.08996645453
509	0.089938852
510	0.0899174641
511	0.08989559739
512	0.08988312782
513	0.0898615101
514	0.08982024342
515	0.08981693926
516	0.0897885716
517	0.08977391665
518	0.08977167143
519	0.08975972771
520	0.08973187155
521	0.08970765014
522	0.08969869408
523	0.08968543441
524	0.08967350605
525	0.08964373848
526	0.08962083172
527	0.08957369269
528	0.08956999753
529	0.08954298921
530	0.08950470661
531	0.08946952104
532	0.08945849126
533	0.08943909356
534	0.08943083492
535	0.08941866974
536	0.08941862677
537	0.08940271854
538	0.08938732974
539	0.08938377438
540	0.08936252233
541	0.08935625725
542	0.08935169145
543	0.08934763411
544	0.08934260902
545	0.08931702851
546	0.08930664678
547	0.08929901743
548	0.08927647289
549	0.08925152172
550	0.08925152026
551	0.0892343343
552	0.08922739836
553	0.08921961489
554	0.08921009382
555	0.08916662198
556	0.08915619723
557	0.08915619388
558	0.08914272082
559	0.08909865086
560	0.08907473304
561	0.08906600202
562	0.08904078445
563	0.08901773562
564	0.08901413148
565	0.08900427827
566	0.08899108201
567	0.0889897866
568	0.08896465698
569	0.08895993664
570	0.08890480914
571	0.08888214027
572	0.08887773944
573	0.08885944933
574	0.08884030541
575	0.08883470427
576	0.08881545361
577	0.08880908616
578	0.08879277034
579	0.08876673292
580	0.08874659368
581	0.0887248823
582	0.08871952503
583	0.08869860186
584	0.08867162532
585	0.08863665147
586	0.0886297018
587	0.08862409184
588	0.08861609397
589	0.08860354522
590	0.08859304217
591	0.08858787616
592	0.08856337159
593	0.08855267101
594	0.08854947833
595	0.08852391038
596	0.0885134103
597	0.08848395178
598	0.08846467213
599	0.0884536241
